"Actor","Source","ID","Title","Year","Rated","Type","Actors","Genre","Metascore","imdbRating","imdbVotes","tomatoMeter","tomatoRating","tomatoUserMeter","tomatoUserRating","tomatoUserReviews","BoxOffice","Production"
"Samuel L. Jackson","Money","tt0116448","The Great White Hype","1996","R","movie","Samuel L. Jackson, Jeff Goldblum, Peter Berg, Corbin Bernsen","Comedy, Sport","N/A","5.4","7,256","45","5.1","34","2.7","7808","N/A","Twentieth Century Fox Home Entertainment"
"Samuel L. Jackson","Money","tt0119256","Hard Eight","1996","R","movie","Philip Baker Hall, John C. Reilly, Gwyneth Paltrow, Samuel L. Jackson","Crime, Drama","78","7.3","28,058","83","6.9","83","3.7","11490","N/A","MGM"
"Samuel L. Jackson","Money","tt0113089","Fluke","1995","PG","movie","Samuel L. Jackson, Matthew Modine, Nancy Travis, Eric Stoltz","Drama, Family, Fantasy","N/A","6.7","5,095","27","3.8","69","3.4","8955","N/A","MGM Home Entertainment"
"Samuel L. Jackson","Money","tt0112864","Die Hard: With a Vengeance","1995","R","movie","Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene","Action, Adventure, Thriller","58","7.6","296,412","51","5.7","83","3.6","410582","N/A","Twentieth Century Fox Home Entertainment"
"Samuel L. Jackson","Money","tt0113552","Kiss of Death","1995","R","movie","David Caruso, Samuel L. Jackson, Nicolas Cage, Helen Hunt","Action, Crime, Thriller","N/A","5.9","14,145","68","6.5","37","3.0","9326","N/A","Twentieth Century Fox Home Entertainment"
"Samuel L. Jackson","Money","tt0113691","Losing Isaiah","1995","R","movie","Jessica Lange, Halle Berry, David Strathairn, Cuba Gooding Jr.","Drama","N/A","6.4","4,337","45","5.1","74","3.6","10086","N/A","Paramount Home Video"
"Samuel L. Jackson","Money","tt0117577","The Search for One-eye Jimmy","1994","R","movie","Holt McCallany, Michael Badalucco, Nicholas Turturro, Ray 'Boom Boom' Mancini","Comedy","N/A","6.0","1,136","N/A","N/A","67","3.4","1097","N/A","Cabin Fever Entertainment"
"Samuel L. Jackson","Money","tt0110649","The New Age","1994","R","movie","Peter Weller, Judy Davis, Patrick Bauchau, Rachel Rosenthal","Comedy, Drama","N/A","5.8","813","69","6.2","38","3.0","172","N/A","Warner Bros. Pictures"
"Samuel L. Jackson","Money","tt0110912","Pulp Fiction","1994","R","movie","Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta","Crime, Drama","94","8.9","1,303,832","94","9.1","96","4.2","1121209","N/A","Miramax Films"
"Samuel L. Jackson","Money","tt0109969","Hail Caesar","1994","PG","movie","Anthony Michael Hall, Bobbie Phillips, Leslie Danon, Nicholas Pryor","Comedy","N/A","3.2","667","N/A","N/A","16","2.2","486","N/A","Prism Entertainment"
"Samuel L. Jackson","Money","tt0109053","Against the Wall","1994","R","movie","Kyle MacLachlan, Samuel L. Jackson, Clarence Williams III, Frederic Forrest","Action, Drama, Thriller","N/A","6.8","1,721","64","6.2","86","4.0","877","N/A","Warner Home Video"
"Samuel L. Jackson","Money","tt0109161","Assault at West Point: The Court-Martial of Johnson Whittaker","1994","PG-13","movie","Samuel L. Jackson, Sam Waterston, Mason Adams, Val Avery","Drama, Thriller","N/A","6.5","419","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0109842","Fresh","1994","R","movie","Sean Nelson, Giancarlo Esposito, Samuel L. Jackson, N'Bushe Wright","Crime, Drama, Thriller","N/A","7.7","9,551","89","7.5","92","4.0","7898","N/A","Miramax"
"Samuel L. Jackson","Money","tt0108399","True Romance","1993","R","movie","Christian Slater, Patricia Arquette, Dennis Hopper, Val Kilmer","Action, Crime, Drama","57","8.0","161,910","92","7.5","93","3.9","191075","N/A","Warner Bros."
"Samuel L. Jackson","Money","tt0107290","Jurassic Park","1993","PG-13","movie","Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough","Adventure, Sci-Fi, Thriller","68","8.1","601,312","93","8.3","91","3.6","1066068","$45.3M","Universal City Studios"
"Samuel L. Jackson","Money","tt0107554","Menace II Society","1993","R","movie","Tyrin Turner, Larenz Tate, June Kyoto Lu, Toshi Toda","Crime, Drama, Thriller","76","7.5","38,989","85","7.4","93","3.8","62222","N/A","Warner Bros."
"Samuel L. Jackson","Money","tt0106266","Amos & Andrew","1993","PG-13","movie","Samuel L. Jackson, Michael Lerner, Margaret Colin, Nicolas Cage","Comedy, Crime","N/A","5.5","7,225","21","3.8","31","2.7","7639","N/A","Sony Pictures Home Entertainment"
"Samuel L. Jackson","Money","tt0107659","Loaded Weapon 1","1993","PG-13","movie","Emilio Estevez, Samuel L. Jackson, Jon Lovitz, Tim Curry","Action, Comedy, Crime","N/A","6.1","37,324","15","3.6","50","2.8","43615","N/A","Sony Pictures Home Entertainment"
"Samuel L. Jackson","Money","tt0094416","American Experience","1988–","N/A","series","David McCullough, David Ogden Stiers, Michael Murphy, Oliver Platt","Documentary, Biography, History","N/A","8.4","876","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0101124","I'll Fly Away","1991–1993","N/A","series","Sam Waterston, Regina Taylor, Jeremy London, Ashlee Levitch","Drama","N/A","8.5","555","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0108787","Ghostwriter","1992–1995","TV-Y7","series","Blaze Berdahl, David López, Sheldon Turnipseed, Tram-Anh Tran","Family, Mystery","N/A","8.0","1,629","N/A","N/A","100","4.6","145","N/A","N/A"
"Samuel L. Jackson","Money","tt0105112","Patriot Games","1992","R","movie","Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean","Action, Thriller","N/A","6.9","80,741","75","6.0","72","3.4","70239","N/A","Paramount Pictures"
"Samuel L. Jackson","Money","tt0105813","White Sands","1992","R","movie","Willem Dafoe, Mary Elizabeth Mastrantonio, Mickey Rourke, Samuel L. Jackson","Action, Crime, Drama","N/A","6.0","5,476","47","5.0","42","2.9","3598","N/A","Warner Home Video"
"Samuel L. Jackson","Money","tt0104573","Juice","1992","R","movie","Omar Epps, Tupac Shakur, Jermaine 'Huggy' Hopkins, Khalil Kain","Action, Crime, Drama","60","7.1","16,168","83","6.3","90","3.8","48431","N/A","Paramount Home Video"
"Samuel L. Jackson","Money","tt0104240","Fathers & Sons","1992","R","movie","Jeff Goldblum, Rory Cochrane, Famke Janssen, Mitchell Marchand","Drama, Thriller","N/A","4.9","393","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0101677","Dead and Alive: The Race for Gus Farace","1991","R","movie","Tony Danza, Ted Levine, Dan Lauria, Frank Vincent","Mystery, Action","N/A","5.2","173","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0102996","Strictly Business","1991","PG-13","movie","Tommy Davidson, Joseph C. Phillips, Anne-Marie Johnson, David Marshall Grant","Comedy, Romance","N/A","5.4","1,329","10","4.4","56","3.1","3455","N/A","Warner Home Video"
"Samuel L. Jackson","Money","tt0102174","Jumpin' at the Boneyard","1991","R","movie","Tim Roth, Alexis Arquette, Danitra Vance, Samuel L. Jackson","Drama","N/A","5.7","400","N/A","N/A","20","3.2","124","N/A","N/A"
"Samuel L. Jackson","Money","tt0101184","Roc","1991–1994","N/A","series","Charles S. Dutton, Ella Joyce, Rocky Carroll, Carl Gordon","Comedy","N/A","7.4","670","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0104567","Johnny Suede","1991","R","movie","Brad Pitt, Richard Boes, Cheryl Costa, Michael Luciano","Comedy, Music, Romance","53","5.8","2,993","36","4.8","48","2.9","4713","N/A","Miramax Films"
"Samuel L. Jackson","Money","tt0102175","Jungle Fever","1991","R","movie","Wesley Snipes, Annabella Sciorra, Spike Lee, Ossie Davis","Drama, Romance","N/A","6.5","13,324","57","6.7","36","2.9","1003","N/A","Lions Gate Films"
"Samuel L. Jackson","Money","tt0098844","Law & Order","1990–2010","TV-14","series","S. Epatha Merkerson, Sam Waterston, Jerry Orbach, Steven Hill","Crime, Drama, Mystery","N/A","7.7","24,767","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0100480","The Return of Superfly","1990","R","movie","Nathan Purdee, Margaret Avery, Leonard L. Thomas, Christopher Curry","Action, Crime, Drama","N/A","5.0","215","N/A","N/A","0","2.0","28","N/A","Crash Pictures"
"Samuel L. Jackson","Money","tt0099685","Goodfellas","1990","R","movie","Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco","Biography, Crime, Drama","89","8.7","717,580","96","9.0","97","4.3","425633","N/A","Warner Bros."
"Samuel L. Jackson","Money","tt0099528","The Exorcist III","1990","R","movie","George C. Scott, Ed Flanders, Brad Dourif, Jason Miller","Drama, Fantasy, Horror","N/A","6.3","17,646","55","5.2","54","2.9","33818","N/A","WARNER BROTHERS PICTURES"
"Samuel L. Jackson","Money","tt0100168","Mo' Better Blues","1990","R","movie","Denzel Washington, Spike Lee, Wesley Snipes, Giancarlo Esposito","Drama, Music, Romance","N/A","6.5","8,195","73","6.0","75","3.6","9310","N/A","MCA Universal Home Video"
"Samuel L. Jackson","Money","tt0099128","Betsy's Wedding","1990","R","movie","Alan Alda, Joey Bishop, Madeline Kahn, Anthony LaPaglia","Comedy, Romance","N/A","5.6","2,822","50","5.5","40","2.8","6839","N/A","Silver Screen Partners IV"
"Samuel L. Jackson","Money","tt0099395","Def by Temptation","1990","R","movie","James Bond III, Kadeem Hardison, Bill Nunn, Samuel L. Jackson","Horror","N/A","4.4","848","N/A","N/A","40","2.9","1956","N/A","Shapiro Glickenhaus"
"Samuel L. Jackson","Money","tt0100602","A Shock to the System","1990","R","movie","Michael Caine, Elizabeth McGovern, Peter Riegert, Swoosie Kurtz","Comedy, Crime, Thriller","N/A","6.8","3,021","77","6.9","64","3.4","1823","N/A","HBO Video"
"Samuel L. Jackson","Money","tt0098273","Sea of Love","1989","R","movie","Al Pacino, Ellen Barkin, John Goodman, Michael Rooker","Crime, Drama, Mystery","N/A","6.8","29,878","76","6.8","65","3.3","15543","N/A","MCA Universal Home Video"
"Samuel L. Jackson","Money","tt0092336","The Days and Nights of Molly Dodd","1987–1991","N/A","series","Blair Brown, James Greene, Allyn Ann McLerie, William Converse-Roberts","Comedy, Drama, Romance","N/A","7.9","330","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0097216","Do the Right Thing","1989","R","movie","Danny Aiello, Ossie Davis, Ruby Dee, Richard Edson","Drama","91","7.9","58,887","93","8.9","90","3.9","72518","N/A","Universal Pictures"
"Samuel L. Jackson","Money","tt0096646","A Man Called Hawk","1989–","N/A","series","Avery Brooks, Moses Gunn","Drama, Action","N/A","7.4","194","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0097164","Dead Man Out","1989","N/A","movie","Tom Atkins, Rubén Blades, Larry Block, Johnny Cuthbert","Crime, Drama","N/A","6.4","209","N/A","N/A","N/A","N/A","21","N/A","HBO"
"Samuel L. Jackson","Money","tt0094898","Coming to America","1988","R","movie","Eddie Murphy, Arsenio Hall, James Earl Jones, John Amos","Comedy, Romance","48","6.9","118,559","69","5.8","85","3.4","267134","N/A","Paramount Pictures"
"Samuel L. Jackson","Money","tt0096054","School Daze","1988","R","movie","Laurence Fishburne, Giancarlo Esposito, Tisha Campbell-Martin, Kyme","Comedy, Drama, Musical","N/A","5.8","4,693","60","5.8","81","3.7","8890","N/A","Sony Pictures Home Entertainment"
"Samuel L. Jackson","Money","tt0088612","Spenser: For Hire","1985–1988","N/A","series","Robert Urich, Avery Brooks, Ron McLarty, Richard Jaeckel","Crime, Drama","N/A","7.2","1,179","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0093474","Magic Sticks","1987","N/A","movie","George Kranz, Kelly Curtis, Chico Hamilton, David Margulies","Comedy","N/A","5.8","171","N/A","N/A","83","4.1","37","N/A","N/A"
"Samuel L. Jackson","Money","tt0094213","Uncle Tom's Cabin","1987","N/A","movie","Avery Brooks, Kate Burton, Bruce Dern, Paula Kelly","Drama","N/A","6.4","356","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0082970","Ragtime","1981","PG","movie","James Cagney, Brad Dourif, Moses Gunn, Elizabeth McGovern","Drama","57","7.3","6,583","90","7.3","76","3.6","2877","N/A","Paramount Pictures"
"Samuel L. Jackson","Money","tt0080707","The Exterminator","1980","R","movie","Christopher George, Samantha Eggar, Robert Ginty, Steve James","Action, Crime, Drama","N/A","5.7","3,559","22","2.7","40","2.9","2081","N/A","AVCO Embassy Pictures"
"Samuel L. Jackson","Money","tt0217105","The Trial of the Moke","1978","N/A","movie","Alfre Woodard, Samuel L. Jackson, Franklyn Seales, Howard E. Rollins Jr.","Drama","N/A","6.5","40","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0074413","The Displaced Person","1977","N/A","movie","Irene Worth, Shirley Stoler, Lane Smith, John Houseman","Drama","N/A","6.5","66","N/A","N/A","14","2.8","68","N/A","N/A"
"Samuel L. Jackson","Money","tt0071012","Movin' On","1974–1976","N/A","series","Claude Akins, Frank Converse","Drama","N/A","7.7","208","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Samuel L. Jackson","Money","tt0202001","Together for Days","1972","PG","movie","Clifton Davis, Lois Chiles, Northern Calloway, Leonard Jackson","Drama","N/A","7.5","46","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Harrison Ford","Money","tt1462764","Indiana Jones 5","2019","N/A","movie","Harrison Ford","Action, Adventure","N/A","N/A","N/A","N/A","N/A","N/A","N/A","170","N/A","N/A"
"Harrison Ford","Money","tt1856101","Untitled Blade Runner Project","2018","N/A","movie","Harrison Ford, Ryan Gosling","Sci-Fi","N/A","N/A","N/A","N/A","N/A","N/A","N/A","374","N/A","N/A"
"Harrison Ford","Money","tt5430544","Lego Star Wars: The Force Awakens","2016","N/A","game","Oscar Isaac, Gwendoline Christie, Daisy Ridley, Domhnall Gleeson","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Harrison Ford","Money","tt2488496","Star Wars: The Force Awakens","2015","PG-13","movie","Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver","Action, Adventure, Fantasy","81","8.2","544,460","92","8.2","89","4.3","215279","$936.5M","Walt Disney Pictures"
"Harrison Ford","Money","tt1655441","The Age of Adaline","2015","PG-13","movie","Blake Lively, Michiel Huisman, Harrison Ford, Ellen Burstyn","Drama, Fantasy, Romance","51","7.2","87,693","54","5.5","67","3.7","37618","N/A","Lionsgate"
"Harrison Ford","Money","tt5786876","Nature Is Speaking","2014–","N/A","series","Penélope Cruz, Harrison Ford, Liam Neeson, Edward Norton","Short","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Harrison Ford","Money","tt2333784","The Expendables 3","2014","PG-13","movie","Sylvester Stallone, Jason Statham, Harrison Ford, Arnold Schwarzenegger","Action, Adventure, Thriller","35","6.1","124,713","33","4.8","48","3.3","77525","N/A","Lionsgate Pictures"
"Harrison Ford","Money","tt1229340","Anchorman 2: The Legend Continues","2013","PG-13","movie","Will Ferrell, Steve Carell, Paul Rudd, David Koechner","Comedy","61","6.3","128,846","75","6.4","52","3.3","163955","N/A","Paramount Pictures"
"Harrison Ford","Money","tt1731141","Ender's Game","2013","PG-13","movie","Asa Butterfield, Harrison Ford, Hailee Steinfeld, Abigail Breslin","Action, Sci-Fi","51","6.7","181,620","60","6.0","65","3.6","117698","N/A","Summit Entertainment"
"Harrison Ford","Money","tt3981808","The Fugitive: Thrill of the Chase","2013","N/A","movie","Don Brochu, Andrew Davis, Harrison Ford, Bob Herzberg","Short","N/A","7.4","32","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Harrison Ford","Money","tt1413495","Paranoia","2013","PG-13","movie","Liam Hemsworth, Gary Oldman, Amber Heard, Harrison Ford","Drama, Thriller","32","5.7","28,065","6","3.8","35","2.8","23299","N/A","Relativity Media"
"Harrison Ford","Money","tt0453562","42","2013","PG-13","movie","Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni","Biography, Drama, Sport","62","7.5","65,868","79","6.8","86","4.1","119002","$95.0M","Warner Bros. Pictures"
"Harrison Ford","Money","tt0409847","Cowboys & Aliens","2011","PG-13","movie","Daniel Craig, Abigail Spencer, Buck Taylor, Matthew Taylor","Action, Sci-Fi, Thriller","50","6.0","169,949","44","5.6","43","3.1","104021","$100.2M","Universal Pictures"
"Harrison Ford","Money","tt1126618","Morning Glory","2010","PG-13","movie","Rachel McAdams, Noah Bean, Jack Davidson, Vanessa Aspillaga","Comedy, Drama, Romance","57","6.5","58,204","56","6.0","51","3.3","50019","$31.0M","Paramount Studios"
"Harrison Ford","Money","tt1244659","Extraordinary Measures","2010","PG","movie","Brendan Fraser, Harrison Ford, Keri Russell, Meredith Droeger","Drama","45","6.5","14,216","28","4.8","53","3.3","74325","$11.9M","CBS Films"
"Harrison Ford","Money","tt0924129","Crossing Over","2009","R","movie","Harrison Ford, Ray Liotta, Ashley Judd, Jim Sturgess","Drama","38","6.8","19,464","16","4.2","49","3.2","50342","$0.4M","The Weinstein Co."
"Harrison Ford","Money","tt0367882","Indiana Jones and the Kingdom of the Crystal Skull","2008","PG-13","movie","Harrison Ford, Cate Blanchett, Karen Allen, Shia LaBeouf","Action, Adventure, Fantasy","65","6.2","330,362","77","6.9","54","3.3","1318932","$317.0M","Paramount Pictures"
"Harrison Ford","Money","tt0408345","Firewall","2006","PG-13","movie","Harrison Ford, Virginia Madsen, Carly Schroeder, Jimmy Bennett","Crime, Thriller","45","5.8","49,862","19","4.5","37","3.0","268261","$48.7M","Warner Bros."
"Harrison Ford","Money","tt0430754","Water to Wine","2004","N/A","movie","Nic Bahnsom, Chris Coulter, Adam Dowell, Nic Drago","Action, Short","N/A","5.6","83","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Harrison Ford","Money","tt0329717","Hollywood Homicide","2003","PG-13","movie","Harrison Ford, Josh Hartnett, Lena Olin, Bruce Greenwood","Action, Comedy, Crime","47","5.3","31,097","30","4.7","27","2.6","49540","$30.0M","Columbia Pictures"
"Harrison Ford","Money","tt0267626","K-19: The Widowmaker","2002","PG-13","movie","Sam Spruell, Peter Stebbings, Christian Camargo, Roman Podhora","Drama, History, Thriller","58","6.6","49,038","60","6.1","52","3.0","45601","$35.1M","Paramount Pictures"
"Harrison Ford","Money","tt0161081","What Lies Beneath","2000","PG-13","movie","Michelle Pfeiffer, Katharine Towne, Miranda Otto, James Remar","Drama, Fantasy, Horror","51","6.6","97,832","46","5.5","59","3.1","278637","$155.0M","DreamWorks SKG"
"Harrison Ford","Money","tt0156934","Random Hearts","1999","R","movie","Harrison Ford, Kristin Scott Thomas, Charles S. Dutton, Bonnie Hunt","Drama, Mystery, Romance","38","5.1","16,925","15","4.0","25","2.6","9783","N/A","Columbia Pictures"
"Harrison Ford","Money","tt0120828","Six Days Seven Nights","1998","PG-13","movie","Harrison Ford, Anne Heche, David Schwimmer, Jacqueline Obradors","Action, Adventure, Comedy","51","5.7","60,227","36","5.4","36","2.7","126670","N/A","Disney"
"Harrison Ford","Money","tt0118571","Air Force One","1997","R","movie","Harrison Ford, Gary Oldman, Glenn Close, Wendy Crewson","Action, Adventure, Drama","61","6.4","144,316","78","7.0","66","3.2","378050","N/A","N/A"
"Harrison Ford","Money","tt0118972","The Devil's Own","1997","R","movie","Harrison Ford, Brad Pitt, Margaret Colin, Rubén Blades","Action, Crime, Drama","53","6.1","45,137","33","5.3","41","3.0","42787","N/A","Sony Pictures Home Entertainment"
